UniqueCount	AmbigCount
6	188
195	3181
0	750
2838	1061
5	125
0	0
3406	1259
37	4
0	5016
96	3979
0	106
0	1065
15	860
0	63
12	115
1458	452
0	0
0	1328
0	374
0	0
0	0
0	0
58	1156
5	595
647	676
37	2067
6	926
0	0
5	1
0	0
0	10
0	230
0	1
0	0
39	1261
0	38
0	799
0	0
0	0
23	1626
117	103
0	30
0	4
0	2
0	67
496	239
4	1009
0	340
1	2377
0	0
7	990
1	1126
0	2211
6	191
180	702
0	649
0	61
0	7
0	0
0	7
664	1336
0	180
22	3770
9	13083
0	0
0	0
1	54
0	1
0	0
0	24
6	12813
0	30
0	458
180	937
0	5881
0	243
0	30
0	0
0	0
0	0
143	3733
6	3927
424	620
85	1687
0	0
0	0
23	370
48	949
0	0
536	790
0	0
0	4456
3	1207
0	0
107	38
51	598
4	2855
0	0
0	1
1045	1741
2	4390
1	149
0	496
1147	614
2421	2
1483	0
0	0
4	632
28	0
0	0
0	3
0	0
0	0
1	951
0	512
44	96
3	2777
0	361
10	203
88	1669
0	1385
0	325
0	2
0	0
7	299
3	3295
0	849
3	32
154	1310
57	1039
0	1
1	2497
88	37
0	24
52	1234
11	501
0	4
4971	1203
0	145
1	1157
0	125
0	133
0	1
0	0
1	191
22	2698
0	0
0	657
0	365
31	452
0	10
36	145
0	0
0	823
0	0
0	251
5	666
623	466
0	2
154	524
554	447
24	210
0	368
5	257
0	0
0	1727
14	233
2706	911
0	0
0	0
0	3
0	0
0	52
0	95
0	195
585	820
1	6
0	0
7	496
1	0
0	0
0	74
0	48
0	1333
0	0
1	2681
130	964
0	0
2	1
16	436
0	0
0	60
6	2
0	204
24	156
1017	380
0	3
0	3
0	8
0	0
2	505
0	26
0	3
6	297
0	308
0	815
0	0
0	400
1	14
0	817
0	3
291	4166
0	2
35	373
42	2742
1583	8337
0	0
0	0
0	4545
0	2701
28	46
0	0
157	10
10	103
0	2
15	1385
0	2271
173	1308
0	34
549	137
50	856
0	0
0	847
0	0
0	0
0	1
2332	3762
0	0
209	98
0	0
471	722
113	192
2	346
0	837
47	936
0	0
0	0
0	6667
760	1712
0	1
52	4227
6	277
5	67
0	0
0	0
0	571
0	0
0	0
307	174
0	532
1	4
0	794
0	545
0	1255
0	1148
0	0
0	434
0	161
40	2432
800	291
154	533
618	399
0	0
259	1285
1	724
0	152
219	115
2086	353
63	369
91	1066
0	0
194	755
225	1455
0	1
0	56
0	1
10	388
0	220
63	136
0	0
0	0
0	0
0	1008
11	686
24	3340
119	378
1	871
17	1697
398	14
0	365
0	0
0	0
35	351
0	2
7	1573
177	273
370	555
0	3169
0	2
21	3718
291	613
561	622
4	118
0	1
0	0
426	0
0	0
258	2299
0	0
0	1
18	205
0	0
0	0
0	0
8	458
0	191
10	153
0	0
322	162
1	684
2899	4336
0	22
1197	53
0	227
0	1091
0	608
0	0
0	125
0	408
0	3082
1	0
95	4924
1936	492
0	470
10	831
6	352
0	2
0	554
0	0
1319	1410
157	0
0	0
1906	963
382	590
25	161
2	476
1006	0
57	102
365	1206
254	2292
917	2481
240	7
0	18
1	1
0	0
353	260
16	384
1	3137
29	58
91	0
0	0
12	1049
56	758
137	375
30	4861
61	664
0	133
0	0
18	1
0	0
0	2
42	0
90	1950
0	150
0	483
0	242
0	23
13	748
14	3325
418	641
0	20
0	0
0	19
0	0
122	1352
4	116
1357	1076
4	99
0	1
0	776
2	11
222	658
0	0
5	1
0	27
7	157
0	0
106	693
10	314
3702	4551
4	58
0	1583
0	928
138	858
3	2457
0	7
0	0
0	7
5	1949
0	0
2	44
0	0
0	0
14	52
0	0
4	22
0	28
187	538
373	1697
0	0
0	0
140	18
91	660
0	832
299	75
0	2058
0	12
0	0
0	43
0	1622
0	3864
236	1022
1	337
0	6
4	6
5	1051
451	914
0	0
100	861
13	2225
0	1
90	413
0	6
3418	1064
824	685
1521	1208
0	74
806	2350
5	177
0	88
0	0
4	146
0	0
529	0
1	57
0	0
1785	1259
0	4
0	0
0	1028
0	2241
10	296
0	162
7	10
0	1894
0	5849
0	536
0	995
0	0
16	43
41	1376
0	0
0	0
0	0
0	0
111	29
0	5
111	306
346	4083
4	2674
2	293
0	0
0	65
0	48
9	315
0	2558
6	464
0	6676
0	0
5	1637
1427	448
0	1
84	30554
2	531
80	1064
1143	1741
8	2090
0	0
0	0
3	6
0	0
306	879
0	0
0	0
248	604
0	0
0	0
0	8
86	195
57	1096
0	0
0	0
0	0
0	6
0	0
0	6711
0	2299
434	260
0	21399
1518	695
332	0
1195	723
0	0
121	433
1092	25687
0	0
0	0
1	533
0	0
0	1
4	0
2	76
0	948
0	29
0	7628
911	541
0	0
109	1468
0	0
7	381
22	240
0	16573
0	32
0	0
14	252
491	645
4476	0
0	0
10	97
112	99
0	2
0	0
0	0
18	1429
29	140
1	143
113	543
3600	734
1	2407
6	2155
15	386
36	1655
261	1074
121	2131
2	425
2	730
0	0
1	43
0	898
1659	1823
1	650
36	891
99	275
56	1431
0	180
10	406
0	1191
1	6734
0	736
1	0
1380	280
0	751
0	0
669	91033
0	1
0	0
0	98
0	0
4	1586
0	0
0	0
0	588
7	620
0	0
0	0
64	315
0	20
0	3
14	500
0	873
0	1409
0	0
1	563
3	435
0	1548
34	145
0	136
0	489
1	13
36	6769
0	0
11	791
0	3918
0	5
0	2748
0	1
0	0
761	1664
98	1401
0	1
0	96
0	0
144	218
1	174
35	117
0	0
0	0
0	0
1008	45
0	0
0	0
0	0
12	162
0	1404
0	0
52	11168
0	0
1	13
202	0
112	621
14	2169
2	0
0	0
0	0
0	287
6	1758
0	0
16	533
0	0
34	231
0	0
3	821
0	0
0	0
3	8
0	1
0	121
1037	0
6	18
486	1430
0	0
0	0
1123	2386
0	0
1	258
1	488
500	374
0	0
116	109
0	55
1	1350
0	0
0	2
731	753
1	2426
0	0
0	0
1	161
1	228
0	0
59	14
0	0
0	0
0	11
0	0
0	1
14	1728
0	1
210	1725
35	822
0	0
98	161
3	1
5	2279
19	88
36	12213
2	1
2	7
0	334
1	0
799	474
47	604
0	0
14	114
16	968
6108	1926
2	1
266	56
30	457
0	0
0	0
0	2
174	256
312	930
0	507
461	1705
36	433
324	972
74	116
0	320
1	195
55	140
0	35
1111	123
9	67
97	89
0	0
0	858
12	2749
3	59
240	614
9	3397
14	233
413	66
0	3884
0	592
5	24
0	2
86	0
45	21
0	0
0	0
724	2621
1521	880
152	2028
11	243
7123	1455
15	558
0	1942
32	1643
1	104513
0	2233
1	822
191	476
0	29
0	359
0	0
0	7
0	0
4	839
237	245
0	0
0	1142
6	378
0	1368
378	292
0	1366
0	0
0	0
696	928
0	801
7	186
1	68
0	1524
0	732
77	1576
0	0
81	597
1028	1391
1	218
1	6
0	839
129	72
107	7241
4	1
0	2
0	0
0	332
0	0
389	2780
11	113
1	0
0	0
68	1854
0	0
0	7
0	0
0	22
0	0
151	3647
29	2234
1	0
0	5
0	0
0	0
138	402
7	675
0	1986
0	26
7	2857
0	4
4	8
1665	1481
13355	894
0	0
0	0
0	102
13	1437
3253	1
0	0
0	37
5565	7394
3	250
0	2022
477	4045
19	255
0	0
2209	798
21	117
0	0
0	1
121	6103
0	354
7	2534
0	4
0	369
6	247
25	572
0	0
190	237
0	0
1	431
476	892
17	0
0	1904
0	540
11	3476
111	4093
20	583
0	2391
0	744
5	0
0	0
15	518
8	1386
30	1442
8	73
0	23
0	0
0	0
0	1
0	3639
0	0
56	4677
457	4396
0	0
42	21
5	383
20	198
6	855
0	607
33	4526
0	0
45	410
0	1462
0	0
0	0
155	1827
203	140
22	627
0	755
1571	0
0	0
0	3
0	1
0	2
838	313
34	375
0	0
0	261
0	0
0	0
168	119
0	0
0	1496
0	311
0	1
337	263
0	0
0	2487
7	526
0	0
64	15094
78	96
26	1305
0	606
1	7
0	2
402	1145
7432	8431
0	204
10	11
4	65
0	0
43	1902
0	1201
34	127
1	1551
0	2205
0	764
11	2911
108	12500
49	350
10	766
32	892
90	2
262	368
0	0
1	181
464	587
1	312
311	2233
3250	4520
1	1
4	37
1	5
817	744
0	0
270	3802
3	32
69	6980
0	1
0	0
77	320
51	4829
331	1571
0	349
0	0
0	99
66	20533
0	11
52	469
4	645
0	2
0	978
0	10
0	0
0	0
1	230
8	1578
27	2227
0	24
334	496
0	6
4	1726
0	267
0	3
39	769
0	1
682	3503
9	482
12	136
0	1
10	39461
0	0
3616	4051
0	0
110	4165
0	0
0	3925
0	0
0	0
3	0
2	1511
0	1026
43	215
0	0
850	268
2	71
0	1
0	0
0	0
1	850
61	491
28	4336
2574	2424
1	0
16	178
0	470
0	0
0	0
0	195
23	1601
0	0
0	166
9	704
1	1482
0	0
0	2
0	2
0	0
34	300
0	589
1171	0
0	73
0	1150
105	2587
0	0
0	350
12	18
0	641
916	210
3	773
397	2771
1772	0
2	962
919	762
3826	1689
0	48
2842	37108
34	435
0	16
5	98
1	23
1	139
852	4179
0	752
0	0
5	174
0	2
0	0
399	719
0	832
0	0
399	1514
0	2719
1	314
2034	170
273	315
0	0
3	759
1	0
398	1142
103	449
0	2
0	0
2325	0
0	0
0	9
1	406
0	1974
4	0
0	0
0	0
0	0
10	5
17	1274
53	649
2	2984
1219	596
1014	23556
0	0
14	1943
0	12
