UniqueCount	AmbigCount
0	0
0	0
2	22
0	0
0	141
1031	0
2	4
765	2207
0	0
0	1
1479	2932
4	0
1	241
0	577
580	447
0	0
180	197
0	43
1	1392
0	2
0	0
757	787
2	2480
0	1
0	0
3	130
1	231
0	0
36	20
0	0
0	0
0	10
0	0
0	0
23	2275
0	4
196	2022
146	760
0	0
111	216
6	0
8	2428
14	97
49	13836
2	0
11	11
0	530
0	1
762	459
51	882
0	0
19	192
30	1002
6692	1788
1	3
193	51
26	400
0	0
0	1
0	4
272	405
244	826
0	567
349	1223
63	671
220	729
56	89
0	697
1	352
58	189
0	37
993	104
21	68
75	87
0	0
0	826
17	2531
7	50
345	685
11	3477
10	219
417	73
0	3823
0	761
1	34
0	3
67	1
41	31
0	1
0	0
808	2138
1432	999
252	3115
13	338
7582	1675
15	607
0	1674
23	1844
0	103623
0	2795
1	758
151	516
0	35
0	218
0	0
0	4
0	0
6	807
170	268
0	0
0	818
15	474
1	1287
449	355
0	1549
0	0
0	0
827	1106
0	759
8	235
0	55
0	1609
0	625
89	1607
0	1
93	761
1001	1412
0	223
0	9
0	821
146	99
84	6805
2	2
1	3
0	0
0	171
0	0
341	2347
4	103
0	0
0	0
75	2260
0	0
0	5
0	0
0	23
0	0
231	3524
53	2901
0	0
0	1
0	0
0	0
194	490
5	537
0	2230
0	40
13	3077
0	4
1	3
1784	1509
13489	1291
0	0
0	0
0	90
24	1597
2946	1
0	0
0	27
4234	6284
1	380
0	2081
486	3824
24	232
0	0
1735	665
45	184
0	0
3	3
179	6968
0	437
1	1889
0	5
0	315
8	256
21	453
0	0
224	264
0	3
0	444
329	864
21	0
0	1848
0	549
12	3867
164	5169
25	489
0	2873
0	661
5	1
0	0
21	483
16	1689
38	1190
16	76
1	39
0	0
0	0
0	0
0	4432
0	0
64	4913
344	3394
0	1
61	26
7	446
20	198
2	916
0	679
63	5000
0	0
58	507
0	1145
0	0
0	0
148	2437
261	201
30	686
0	508
1461	1
0	0
1	3
0	4
2	2
970	344
22	367
0	1
1	325
0	0
0	0
116	125
0	0
0	1747
0	322
0	0
475	406
0	0
0	3178
5	393
0	0
111	22813
134	212
23	1577
0	739
2	1
0	2
418	1405
7905	8926
0	225
1	2
5	64
0	0
39	2183
0	1044
41	133
0	1440
0	2312
2	960
14	4008
116	12496
43	274
15	859
25	670
107	1
314	467
0	1
0	289
477	553
1	294
336	2568
4206	6988
0	0
0	56
1	4
776	813
0	0
322	3970
5	66
68	5782
0	0
0	0
72	322
33	3050
242	1160
0	828
0	0
0	115
98	25868
0	12
35	297
1	645
0	0
0	1067
0	5
0	0
0	0
9	226
7	2378
39	2346
0	21
211	364
0	6
10	1701
0	262
0	2
45	956
0	1
674	2833
8	478
15	191
0	3
15	38142
0	1
3113	3840
0	0
151	4652
0	0
0	5349
0	0
0	1
5	0
2	1580
0	1109
55	322
0	0
881	271
10	141
0	0
0	0
0	0
2	899
60	517
38	5205
3336	2692
0	1
34	364
0	398
0	0
0	0
2	197
31	2167
0	0
0	81
23	872
0	1571
0	0
0	1
0	1
0	1
44	439
0	730
1143	0
3	95
0	1320
152	3210
0	0
0	313
12	36
0	580
963	228
2	680
442	2827
1863	0
2	903
721	963
3781	1728
1	34
2952	39248
30	389
0	19
1	98
2	15
0	192
606	3072
0	599
0	0
7	181
1	11
0	0
672	781
1	989
2	0
492	1719
0	3542
1	266
1754	168
166	214
0	0
5	1226
0	2
303	890
48	247
0	1
0	0
2183	0
1	0
0	10
5	414
0	1462
9	0
0	0
4	1
0	0
15	18
15	1233
27	661
2	2880
945	416
1593	32007
0	0
30	3123
0	12
0	26
0	0
0	0
0	0
211	434
0	1
0	0
19	3616
0	36
0	0
0	45
0	0
11	78
0	4
1	1
0	1031
0	166
3	107
14	5252
8	2614
1	0
470	6294
4	399
0	0
0	0
1	6
42	431
0	0
84	91
81	251
0	0
0	0
61	9291
0	226
0	0
0	448
0	173
16	77
0	1
191	221
61	737
0	0
1290	1606
0	1
0	455
0	0
104	66
0	0
0	0
5	1459
11	0
247	601
8	709
0	0
3	5
28	399
2	13
7	572
0	0
2	2048
160	599
629	124
0	0
0	0
161	53
0	0
0	0
1	0
815	605
291	1366
0	0
0	0
2	925
1	45
365	1151
0	0
8	3173
0	3
1	649
195	678
50	222
0	0
237	80
0	0
0	18
20	555
0	767
2	1695
0	0
0	575
0	0
0	0
790	135
3	78
764	9005
49	4232
1064	680
4	2568
4	1733
0	1503
50	124
3	1455
50	668
294	1151
0	0
0	0
0	0
16	112
16460	4209
0	387
1732	1126
1	0
2237	2314
107	253
0	0
0	0
32	35
1578	19798
75	4808
0	573
0	236
0	330
199	670
0	0
0	0
105	715
0	0
5	300
79	3219
0	36
0	276
731	794
1	338
0	18
21	261
0	0
57	4163
0	1412
1	5354
108	1639
2	101
0	0
0	0
49	731
0	0
0	1836
0	1667
3850	661
0	7
771	0
11	1739
31	1060
0	0
0	0
7	12386
0	0
0	0
3	269
0	11821
6	766
6	0
0	13
170	29
434	467
2	71
0	280
424	1192
9	2938
1	862
0	2
0	0
1	1
3	116
28	726
60	597
29	171
0	0
1	2188
188	5510
0	1
0	1539
0	12
0	1
5	518
10	83
34	365
12	353
0	1
0	0
578	470
0	0
0	2847
29	1762
207	7010
0	343
0	0
0	0
3	264
0	2
1	1060
90	34
0	0
39950	9
409	0
0	0
904	640
0	0
0	81
2100	3815
1651	539
6	0
2	0
2	247
27	1490
4	3
0	1138
38	187
0	0
5	1213
34	66
3	46
8	35
0	0
0	0
7	201
85	6131
0	0
299	725
0	0
0	0
207	517
5	808
1333	80793
0	0
235	1335
0	523
0	637
5	81
0	0
0	0
120	248
13	599
0	704
0	81
0	19
837	93
0	0
9995	4561
0	0
15	317
0	0
0	395
0	0
0	0
0	0
0	1044
270	165
0	176
13	3127
0	0
23	1263
1	376
0	0
46	345
3034	637
0	0
8	1
48	56
2	0
0	0
0	2
96	581
4	548
14	358
547	3991
0	509
0	1
173	140
0	0
0	1
24	599
350	189
0	0
0	0
2150	2445
1	750
25	464
1964	953
0	2
50	93
0	41
80	124
425	9745
0	0
56	1042
1	31
0	687
229	6430
1791	1113
0	2215
0	176
0	3
0	3
0	0
409	471
15	3356
0	0
686	122
0	298
0	675
33	1672
0	0
0	52
34	1224
0	3
1	474
7434	2825
0	0
8	1678
0	421
0	0
0	0
0	2
0	20
196	2351
12	43
16	331
213	2
195	73
2	1
647	0
0	79
10	87
1	642
0	6
0	0
43	667
179	103
289	2182
0	1410
6	3291
3	31
7	2180
2	113
0	1
23	84
0	1
335	1214
0	71
1591	355
0	89
1	820
0	0
107	161
23	937
0	1
0	487
0	0
342	1987
154	406
0	201
0	0
114	522
0	2126
3	193
164	11991
2393	4829
0	611
0	3
236	2113
0	0
0	2151
524	10093
0	0
1	669
0	19915
0	0
931	95
0	897
0	0
0	291
0	0
100	838
0	2
118	44
4	225
1	963
44	50
0	0
18	0
0	7
3	44
17	217
7	164
325	808
0	107
391	2279
0	130054
0	7
0	974
653	606
5	55
1261	6306
27	847
282	262
0	0
1	1
0	136
0	1047
0	0
10	3780
1177	661
1123	6225
0	412
86	72
2	317
129	76
0	193
1	130
0	0
0	0
7	129
6024	8225
9	67
3321	1352
13	506
3	16
0	0
0	0
184	255
0	2208
0	1363
175	364
1	2
354	941
5141	6543
0	455
0	773
431	60
2	597
0	502
0	0
7	287
0	0
0	3
539	384
0	0
0	0
0	0
0	0
4	0
667	0
4	276
421	259
0	3310
0	0
3	5
0	102
4	587
0	53
14	534
3	305
742	14506
0	1
1	0
0	278
0	20
0	5948
0	0
0	777
33	360
0	342
1	180
0	0
2	597
138	265
0	7
0	1669
0	8845
0	0
1	13
322	2007
2403	0
5	1366
0	0
132	9666
86	78
0	0
0	0
0	0
564	204
0	0
462	1366
488	34
581	1046
8	555
26	452
126	677
0	253
0	2642
351	300
0	1023
0	0
165	113
0	0
1570	5105
0	1
9	9
0	14
40	74
1968	4
0	313
381	50
1	5
0	26
0	0
136	211
0	87
52	2727
0	76139
713	1419
0	1458
22	141
0	0
3	60
5	536
0	914
0	402
1	0
129	34
3	49
0	0
0	107
0	569
42	807
3	119
0	1
0	0
0	2431
166	1856
469	599
0	2
0	1
5	0
0	904
0	0
0	0
0	878
135	1535
45	173
0	416
0	0
0	36
0	0
0	2
0	0
0	0
15	1774
15	513
0	104
42	1189
5	3413
0	0
311	2802
3	319
7	1842
0	0
813	0
0	175
0	0
0	483
393	1319
0	460
0	0
0	8
180	288
0	29
4	462
6	1793
0	79
0	1
456	591
0	0
0	0
0	879
2	0
0	386
4	190
1	561
0	0
740	2153
354	714
0	0
21	90
7	554
0	0
155	87
0	0
0	3078
0	0
120	1799
0	61
1	0
0	0
9	4844
6	1522
1851	4246
0	0
1	34
1	370
0	110
0	0
1	297
0	0
0	0
0	13
1	17
0	2
69	754
39	341
0	2615
0	80
1942	1180
6	55
0	310
80	3380
11	1236
0	0
0	0
0	1217
1	1
0	0
533	183
0	396
0	182
0	12
0	0
0	0
0	368
430	1632
0	1817
2	0
1731	848
7	0
85	432
11	1424
577	1082
278	2235
0	0
324	1135
2	80
7	0
0	0
0	34
165	1148
0	0
0	0
30	1138
776	565
0	0
0	0
10	224
0	0
4	95
513	1244
2	106
5	2010
110	1252
0	162
0	0
0	399
1	2526
1328	0
0	0
2	51
0	238
4	1938
153	1206
4	463
1	130
0	17
6	45
6	23
29	1139
0	12
0	1058
0	0
0	2691
0	0
0	0
44	1272
1	0
0	10
0	0
0	0
231	39708
34	144
0	0
0	0
0	38
0	124
0	1519
0	0
0	541
9	720
254	301
1	2400
0	677
210	3151
7	131
0	1
63	38
0	0
11	380
5	7
0	0
197	1071
186	1105
0	24
1	0
0	683
0	2
17	600
0	11303
0	20
12	1
0	5232
0	175
1	0
0	0
0	4792
0	975
0	0
365	3012
137	406
0	1333
0	322
20	307
10	231
33	0
0	2
0	0
0	0
0	17
0	1
105	280
0	1
0	0
96	399
0	4098
0	2
116	26
0	3293
0	0
2	0
0	0
0	1978
373	4
18	306
101	179
2	586
0	32
0	1
179	452
215	452
0	0
0	0
0	810
0	6
0	0
838	3003
0	18
0	0
19	423
276	2547
2	1
18	3914
16	529
179	23
111	174
0	0
0	80
582	2050
0	0
0	5
569	545
6	2520
0	0
0	1309
1939	650
1	0
0	4
375	96
3	554
0	2
1368	329
0	307
0	0
0	0
0	180
9	711
12	22
0	2
0	2
0	0
12	2022
352	5657
0	0
0	183
0	0
0	212
0	0
0	408
0	2586
0	0
0	0
0	13
0	1
0	0
1	0
4	0
75	2059
0	721
30	284
1	3064
7	971
3	566
0	2
1927	0
0	608
0	0
1	98
4	1531
0	633
0	0
249	0
2	19
12	3372
1	129
0	10
0	0
0	0
314	856
0	0
3	1037
0	0
333	94
308	3859
37	39
263	10
119	159
0	261
0	14
1	84
0	19
498	873
0	0
0	346
54	712
0	0
0	0
240	1039
0	0
16	3
0	0
0	0
0	0
46	566
0	0
39	112
1	3
0	322
17	1323
0	0
365	380
1937	0
0	5509
1668	1387
7	436
0	0
268	309
583	1144
22	783
0	0
12	2539
0	0
0	0
0	101
0	329
1	31
60	3261
8	1140
0	0
0	1134
899	4236
0	282
2	0
4870	9548
36	295
0	45
0	169
0	647
0	0
0	3
1	0
0	44
0	1
0	1
0	8
0	105
1900	4322
0	39
0	0
1527	1239
0	1
0	4
0	2
41	4751
0	0
1706	3607
0	5184
13	992
36	213
0	0
31	5779
947	0
0	136
0	0
23	674
18	55
0	1
0	0
0	2
224	4
641	0
0	323
20	2040
21	6909
8	271
0	1239
0	0
715	353
3	0
14	0
1	9
0	748
0	898
30	17
580	2806
0	0
10	874
0	1
16	2607
1	853
34	154
335	139
0	0
0	1
19	122
0	0
103	1897
327	1338
121	178
2	874
146	1
0	0
1241	1033
528	321
0	0
14	0
0	0
9	1127
0	1
0	33
1310	7208
19	41
25	89
0	0
48	267
0	407
0	27
5	5
0	246
364	206
43	288
0	0
9	1067
2	1245
0	1045
9	316
77	1992
0	1
0	0
0	2796
0	368
23	335
0	0
2	2
0	1379
0	234
0	0
0	0
0	416
51	592
16	1
0	129
1	341
0	503
2	546
0	0
0	0
2	2542
0	1
694	563
204	390
0	0
0	84
3	953
1505	136
0	0
3	14
0	288
5	2856
394	503
0	0
1	254
0	54
628	10705
4599	666
0	56
143	1075
3	0
3	517
0	163
0	14
1	0
257	1068
0	9
0	263
195	189
33	1266
1	3
5	592
0	0
5942	2938
0	1
0	1
0	2
0	0
0	1
0	257
0	4
0	0
398	428
0	324
68	198
0	0
0	18
1	2666
2	8
2	4004
575	2093
0	0
83	838
0	4821
3	722
2	3557
5	1747
77	67
65	19
0	411
5	1099
357	2059
1950	1908
0	417
3	56
13	33
3	271
0	0
2	14
0	805
97	1053
0	6
0	102
3	2
0	0
5358	0
0	0
5	28
391	3731
833	1074
0	827
272	7209
0	0
0	0
4	591
0	4
89	534
0	159
13	342
19	2123
0	0
0	131
0	1086
0	0
0	884
2	672
0	0
112	1059
0	0
0	0
0	271
0	1289
33	9374
0	0
0	1
0	0
58	4548
225	464
0	0
2	3959
0	1152
70	1521
315	9174
2	192
0	1
10	1183
0	225
0	9
0	332
461	2151
4	4
4735	3244
1466	0
0	3
0	439
0	0
0	0
0	0
0	44
27	4562
68	1281
0	0
0	0
1	2145
9	195
39	298
0	0
0	0
0	1
3	483
0	24
1	0
6	11866
47	1083
0	65
984	0
415	48
94	425
0	7274
0	568
4	1054
55	2488
511	0
0	3638
0	1003
47	33
1192	4328
0	0
7	551
0	0
0	0
59	450
251	56
15	189
76	706
0	3629
10	720
0	32
0	0
88	4826
0	980
0	8
1	3607
46	165
0	0
896	123
2	1034
0	155
0	0
2	1
0	2
0	47
0	0
0	0
143	298
4	4
4	79
0	0
0	223
2	3
0	2831
0	0
0	0
0	0
0	0
603	847
2	310
0	0
0	1
0	0
37	1196
0	0
0	0
66	871
643	225
5	2458
0	0
268	388
0	0
19	920
538	159
0	784
0	0
0	1597
9	960
5	712
0	354
17	263
0	0
24	6
1	1975
0	5
0	20
0	0
0	3344
0	0
0	1094
0	0
4	4038
0	4
8	896
0	1
184	701
0	0
0	888
79	17877
0	508
0	0
0	268
0	115
0	119
173	1040
1	12
1	154
0	0
0	294
0	0
0	319
138	150
0	0
0	0
0	493
108	796
28	55
0	0
0	0
42	0
0	571
11	463
0	0
1	3
0	7068
1	406
1469	297
3620	2243
0	0
0	0
0	6
163	1
0	0
0	0
3	3003
0	285
0	0
0	1
0	104
461	6538
1	4
0	2
0	0
0	0
0	7
0	0
220	4631
78	601
23	4622
0	296
130	444
0	1513
777	128
0	0
0	1
0	19
0	3
987	732
0	8
0	2523
0	0
171	1452
763	233
9	0
0	0
765	301
1	1168
0	186
1	1568
319	0
0	0
0	9
0	5
0	2
5	677
358	83
10	176
0	317
0	1
1	991
0	1337
532	221
0	11
66	1279
0	0
0	80
0	0
3	4275
40	373
0	0
0	0
0	141
0	0
0	216
21	209
146	1359
0	0
0	28
1	0
0	764
0	0
8	1066
0	0
1406	0
1	0
2912	21
4	2
0	166
0	0
0	0
0	0
8	528
0	30
0	187
0	0
2098	4446
17	1158
0	1
2279	284
5	354
0	679
6	5863
0	6
0	0
98	75
11	2332
43	321
0	48
202	2304
0	425
0	0
0	2430
1	8
2	114
1210	198
0	159
4	2356
662	450
0	0
0	103
0	0
0	0
64	336
0	47
0	2
125	0
76	2154
14	525
0	86
0	0
71	31
0	0
0	0
2	1
2	455
101	969
0	0
0	0
14	3
2	2211
0	0
3	756
371	0
0	0
701	1384
176	3109
10	343
4	3876
0	0
0	0
1	555
14	4311
38	1749
17	19461
28	1087
60	423
481	1163
2418	125768
24	607
0	121
0	2350
0	168
7	4561
0	0
0	5
0	0
0	0
0	73
0	0
0	0
63	0
1	8955
1477	3430
73	0
0	0
147	4294
2	261
0	1497
48	0
0	0
0	1
3	61
26	0
20	411
60	465
15	20
10	428
0	0
0	1735
9077	5414
8	175
725	822
0	0
0	0
11	1118
7	2569
0	1
0	2
0	35
0	556
345	3002
70	26
62	1654
0	0
21	254
4	522
1	33
1	3
0	3226
0	0
88	11
0	0
0	131
0	0
0	0
9	12316
0	0
0	0
408	203
81	5258
0	0
0	369
235	891
0	0
2	49
0	0
0	909
260	1968
1	1368
0	53
457	2253
0	0
0	1029
23	358
0	0
842	409
0	0
170	5329
182	4642
9	391
0	18
204	1136
4	191
0	0
56	127
423	2421
25	352
0	569
0	240
0	0
2	32
0	1
0	1628
29	1267
6	5917
52	212
0	0
9	2
19	681
1358	2987
95	5255
438	2458
0	2
0	0
715	233
14	3034
1	2209
1003	2486
1	968
0	0
16	336
2	535
0	771
0	47
0	0
16	493
3	1832
0	228
0	505
0	0
2	17
1124	274
1400	1091
1	760
658	258
13	2584
238	900
0	1194
1	567
261	2899
20	29
0	0
0	496
0	13632
278	1223
7	250
0	0
0	0
31	628
0	46
0	413
0	99
190	331
0	468
0	82
0	0
630	12976
1328	376
572	3608
84	2653
0	0
0	151
2	556
7	1
0	733
32	1671
0	1
0	0
65	3612
0	0
0	2
1	0
0	0
32	1091
7	824
607	145
1	2142
146	638
0	1
0	29
818	298
0	3
198	402
0	11
84	2343
297	32984
0	0
0	43
52	124
0	1
0	0
48	2224
0	0
7	4410
177	729
983	175
1918	1897
0	1
173	1006
0	1505
225	19
0	0
0	964
2	2
1	1358
3	397
68	1299
0	0
600	46
451	4210
0	602
0	1239
2396	4449
668	177
91	251
0	9
5	3656
3	609
0	28
0	1
0	208
0	1
160	294
0	0
0	889
24	0
0	4
0	2319
525	2095
31	2620
0	0
0	1217
131	378
0	0
0	15
1	0
1	1
654	10437
0	15
0	648
34	203
0	230
0	3180
498	1776
0	0
0	80
25	2653
16	1235
0	0
135	3391
0	1
0	1
2503	2478
0	1
0	0
0	22
1	1361
108	490
0	0
14	871
357	409
0	31
0	0
0	274
14	13068
0	196
7	1072
0	1611
0	1
572	473
0	0
5	1229
22	871
15	14
4	261
661	97
427	522
0	0
0	0
42	92
2	126
0	0
0	1370
0	0
0	5310
1	205
0	0
0	9
0	0
3856	30381
2	184
854	601
0	0
6	1099
0	2
0	30
0	0
314	699
0	0
0	0
1514	848
10	772
0	792
0	0
0	0
0	647
5	793
202	681
0	367
0	841
698	116
10	355
2	610
0	1089
3	5
0	0
0	2142
36	1376
21	28
1	601
0	208
37	630
517	79
224	218
0	0
0	650
64	732
478	226
2	797
0	152
0	7614
0	41
42	213
12	243
0	1236
33	49
0	825
234	111
0	254
6	144
40	734
29	1056
616	648
193	647
211	221
4	575
0	546
5	988
1	4
4	1199
0	0
0	0
0	2
945	239
0	0
1576	4698
84	1597
0	11
708	1589
0	1
15	2179
0	302
0	0
0	0
331	4094
13	261
0	0
0	35
0	0
0	1634
100	513
0	0
4	2
11	595
3854	5395
0	0
81	1192
41	124
8	21275
3	168
0	0
0	3
2	357
1	681
0	238
1	0
0	37
0	0
11	534
0	0
1	222
0	0
0	59
0	2729
0	2
1	10
4	1627
1	0
335	2833
1	81
0	92
0	547
0	0
0	0
599	3045
2	139
0	1186
0	0
0	0
12	924
0	1092
5	489
29	1964
0	0
0	264
2	4
0	17
492	2152
1	151
44	562
13	1975
18	667
28	51
6	187
0	0
1	1
52	0
0	363
1	8
0	0
161	3692
373	9684
12	865
1	1850
23	3400
2	442
3268	6571
0	32
673	145
2330	135
0	1
77	715
0	536
9	16
467	178
0	254
486	1186
14	87
3	428
37	371
1	0
39	56
0	0
4	793
0	5
1835	26419
0	0
108	344
0	1098
0	1019
0	0
0	262
0	0
58	4
0	0
879	1350
1	320
92	2738
268	438
0	475
69	444
35	1160
0	855
1	0
0	100
339	825
0	1
0	0
0	728
0	0
0	0
842	14365
1	44
1159	1
566	918
0	0
0	0
9	1
8	3633
0	0
0	0
2	34
1	78
0	0
2	1
0	0
0	165
0	777
133	793
74	670
0	0
0	2674
237	45
23	414
276	309
0	146
0	5348
0	0
0	36
0	887
1	2
0	0
1	1
995	2381
136	87
41	57
0	403
2	120
0	1364
0	45
13	2360
0	0
3	921
0	3567
12	910
0	0
125	79
19	875
225	517
154	131
9	40
0	0
7	97
0	3281
2	3550
193	4189
0	730
0	697
6	4313
1309	6094
1	1463
340	530
1339	2453
258	967
0	21
0	1
0	7
194	8348
0	1
0	2
481	80
0	1009
87	3101
15	554
56	146
0	1
2	8289
212	43913
0	5
3	22
0	168
10	542
115	355
1120	662
0	4
0	0
0	1902
17	3119
0	2
2584	130
34	190
177	401
1	419
0	1
0	0
842	517
0	13
0	0
0	0
0	184
10	302
0	774
20	3099
1	560
0	3
0	0
4	267
0	2676
811	280
0	18
0	0
1	344
51	23
254	118
41	2352
6	4
12	244
4	181
414	0
0	341
0	0
251	0
1	0
2	1026
3854	5250
0	348
0	1
0	4
2	0
59	1008
5	1141
0	0
0	29
0	1
22	383
0	40
466	68
37	1601
0	392
269	22
4	2973
0	330
32	768
0	1832
0	1187
25	14
0	8866
0	0
0	1569
9	22
27	531
0	3
0	2025
6	361
4	1919
11	1048
0	0
0	1449
5	2
0	1
3	2
0	626
744	791
0	0
0	777
915	699
584	808
0	190
0	16
22	1551
372	1713
24	152
0	0
0	4
44	4096
1	0
57	1231
23	5
0	0
359	452
0	295
41	38
1931	1807
1	1602
64	36
235	420
0	0
1	31
0	5
1	1793
43	2190
0	0
2	1142
0	103
0	595
0	0
10	1262
17	36
0	0
397	418
0	0
8	998
8	378
0	1642
2192	71
0	0
0	5062
157	602
0	0
116	9895
0	2
0	110
0	1
0	0
998	0
0	0
0	2
1	780
878	593
19	276
87	899
654	361
0	1316
6	462
47	53
0	0
0	0
727	2451
4	2133
0	0
0	0
0	547
51	329
2351	0
174	535
11	204
2	1850
0	792
8	0
221	0
0	127
396	1500
306	1340
0	0
999	0
0	20204
1762	908
261	200
4113	5754
0	0
15	4232
562	35
16	974
0	78
0	0
123	208
3	13
0	0
0	257
0	1075
0	829
0	1476
96	499
5	289
1	0
0	1186
4	697
5	125
0	1142
876	39
0	460
0	535
0	0
84	19
1246	303
0	1
0	19283
4	211
0	109
2	113
0	9
0	0
0	44
0	8
0	0
2174	738
0	9
0	1
752	145
