UniqueCount	AmbigCount
2	193
161	2680
3	734
2931	1039
9	136
0	0
3588	1294
33	9
0	5258
108	4049
1	121
0	1202
11	877
0	49
7	139
1370	477
0	0
0	930
0	387
0	0
0	0
0	0
28	1014
4	560
662	597
37	2449
5	890
0	0
2	3
0	0
0	6
0	185
0	1
0	0
66	1243
0	65
0	646
0	0
0	0
21	1548
134	90
0	31
0	5
0	0
0	47
505	287
1	1175
0	333
0	2087
0	0
4	1089
2	1112
0	2146
1	146
134	653
0	702
0	83
0	5
0	0
0	3
642	1106
0	191
9	4052
5	13428
0	0
0	0
2	56
0	1
0	1
0	26
7	13133
1	33
0	494
163	1061
0	6048
0	273
0	38
0	0
0	0
0	0
185	3729
3	4252
380	395
89	1552
0	0
0	0
19	353
45	842
0	0
575	970
0	0
6	4804
1	1184
0	0
78	47
39	587
7	2984
0	0
0	0
1068	1513
2	4197
1	146
0	356
1255	658
2475	7
899	0
0	0
12	669
19	0
0	0
0	1
0	0
0	0
0	786
0	464
48	105
0	2802
0	351
11	255
78	1703
0	1404
0	360
0	0
0	0
5	349
8	2915
0	703
3	41
139	1082
64	1193
1	0
2	2473
59	24
0	23
31	947
15	423
0	1
4785	1178
0	118
0	1182
0	69
0	106
0	0
0	0
1	182
17	2662
0	0
0	509
0	362
23	490
1	14
50	149
0	1
0	887
1	0
0	287
7	668
696	425
0	1
137	453
502	299
27	199
0	311
6	235
0	0
0	1799
9	234
2700	869
0	0
0	0
0	3
0	0
0	59
0	93
0	227
626	825
4	5
0	0
9	413
0	0
0	0
1	62
0	47
0	1428
0	0
8	3092
124	811
0	0
1	1
28	464
0	0
0	76
12	1
1	194
38	177
1184	409
0	1
0	2
0	3
0	0
5	518
0	37
0	1
3	284
0	378
0	567
0	0
0	418
0	9
0	1015
2	3
281	4747
2	0
24	365
54	2970
1456	8313
0	0
0	0
0	4859
0	2999
32	38
0	2
162	12
11	99
0	2
19	1521
0	2504
132	1090
0	42
556	115
31	707
0	0
0	966
0	0
0	0
0	0
2085	2559
0	0
160	76
0	0
458	866
115	208
7	395
0	855
41	888
0	0
0	2
1	7478
612	1636
0	0
43	4416
11	324
0	72
0	0
0	0
0	437
0	0
0	0
218	104
0	477
1	2
1	818
0	513
0	1260
0	1306
0	0
0	506
3	162
66	2784
721	252
129	433
575	394
0	0
238	1312
0	605
0	171
249	118
2123	323
89	379
87	1037
0	0
171	794
251	1190
0	1
0	55
0	1
10	374
0	249
75	111
0	0
0	0
0	0
0	966
8	642
21	3753
147	365
0	893
9	1747
364	14
0	391
0	0
0	0
40	383
0	3
9	1490
137	207
409	471
0	3502
0	0
21	4152
253	638
573	551
1	111
0	0
0	0
494	0
0	0
287	2244
1	0
0	1
20	212
0	0
0	0
0	0
12	474
0	142
6	145
0	0
334	151
2	587
3305	4605
0	16
1153	38
0	230
1	1162
1	610
0	0
0	114
1	392
1	2709
1	1
88	4599
1595	358
0	406
4	826
7	392
0	2
0	406
0	1
1344	1462
170	0
0	0
1885	921
342	484
27	168
1	467
889	0
69	111
392	1463
227	2252
867	2449
247	6
0	12
3	1
0	0
407	265
25	395
0	3495
34	25
75	2
0	0
1	771
69	766
143	435
47	5358
58	555
0	173
0	0
13	0
0	1
0	1
56	0
114	2196
0	168
0	446
0	251
0	27
8	832
30	3757
401	701
0	19
0	0
0	11
0	0
139	1333
9	102
1331	921
3	100
0	0
0	622
0	4
220	650
0	0
4	0
0	19
6	208
0	0
128	674
9	289
4414	5261
0	88
0	1847
0	1063
65	699
3	2478
0	3
1	0
0	6
7	1952
0	0
3	47
0	0
0	0
7	37
0	0
8	23
0	29
199	404
404	1858
0	0
0	0
139	14
96	452
0	962
326	98
0	2293
0	8
0	1
2	40
0	1326
0	4274
272	1147
1	370
0	11
4	6
4	885
523	949
0	0
110	540
13	2282
0	1
74	405
0	5
3232	965
1049	794
1562	1272
0	81
936	2287
3	194
0	105
0	0
3	151
0	0
607	0
0	47
0	0
1701	952
0	5
0	0
0	1122
0	1889
10	349
0	126
5	4
0	1746
0	6701
0	568
0	1101
0	1
15	32
58	1547
0	0
0	0
0	0
0	0
110	24
0	2
82	330
362	4628
12	2926
0	229
0	0
0	63
0	33
5	272
2	2672
3	529
0	7890
0	0
1	1859
1429	414
0	0
113	33818
2	553
74	1058
1334	1791
2	1923
0	0
0	0
4	16
0	0
271	735
0	0
0	0
244	574
0	1
0	0
0	11
79	245
68	1242
0	0
0	0
0	0
0	6
0	0
0	6984
1	2304
402	199
0	23534
1629	752
374	0
1208	644
0	0
103	470
1025	26083
0	0
0	0
1	582
0	0
0	1
1	0
0	35
0	1037
0	27
0	6507
762	511
0	0
107	1686
0	0
15	351
20	183
0	18170
0	27
0	0
9	235
537	546
3740	0
0	0
9	84
130	121
0	0
0	0
0	0
20	1254
29	154
1	173
100	511
3353	604
0	2352
9	2145
16	445
52	1960
290	1000
109	2056
1	461
2	560
0	0
0	41
0	804
1856	1825
2	645
34	999
94	318
56	1399
0	221
12	415
0	1202
0	7202
0	823
0	1
1256	252
0	866
0	0
676	86049
0	1
0	0
0	129
0	1
0	1400
0	0
0	0
0	606
12	587
0	0
0	0
75	333
0	24
0	2
10	516
0	812
0	1426
0	0
2	493
4	465
0	1142
39	139
0	103
0	547
1	30
73	7179
0	0
13	760
0	4407
0	1
0	2778
0	0
0	0
853	1704
94	1514
0	0
0	100
0	0
154	135
0	164
26	119
0	4
0	0
0	0
716	44
0	0
0	0
0	0
10	181
0	1533
0	0
54	11535
0	0
3	9
278	1
86	538
20	2249
1	0
0	0
0	3
0	217
5	1823
0	0
14	570
0	0
57	272
0	0
2	947
0	0
0	0
2	14
0	1
0	125
820	0
2	20
557	1570
0	0
0	1
1230	2616
1	0
1	240
0	495
592	429
0	0
108	143
0	65
1	1208
0	0
0	2
678	510
2	2762
0	1
0	0
2	125
0	235
0	0
41	21
0	0
0	0
0	11
0	0
0	0
21	1926
0	5
232	1947
81	862
0	0
113	170
3	0
0	2306
7	70
38	11193
0	0
7	2
0	389
0	0
809	398
41	661
0	0
12	139
23	1094
5452	1561
3	2
262	76
20	454
0	0
0	0
0	4
235	268
312	865
0	608
467	1770
29	448
276	766
42	95
0	383
2	211
39	100
0	42
981	65
9	67
83	67
0	0
1	853
16	3008
2	63
284	586
8	3604
13	238
401	66
0	3887
0	614
1	22
0	1
100	0
24	17
0	0
0	0
869	2712
1570	913
168	2144
7	319
7421	1554
11	596
0	1932
21	1611
2	108392
0	2242
0	751
177	573
0	15
0	280
0	0
0	9
0	0
9	979
211	157
0	0
0	924
6	378
0	1472
358	198
0	1591
0	0
0	0
761	970
0	761
4	198
0	62
0	1588
0	458
80	1630
0	1
98	729
872	1467
1	195
0	10
0	906
105	58
94	7150
3	0
1	0
0	0
0	316
0	0
473	3089
16	111
0	0
0	0
58	2077
0	0
0	10
0	0
0	19
0	0
223	3613
21	2402
2	1
0	4
0	1
0	0
158	427
8	728
0	2144
0	27
10	3045
0	4
6	1
1667	1550
13580	989
0	0
0	0
0	70
17	1399
3407	1
0	0
0	39
5648	5551
2	312
0	2140
544	4113
31	254
0	0
1782	633
32	146
0	0
0	1
81	5463
0	331
5	2684
0	4
0	371
1	271
13	429
0	0
211	264
0	0
0	504
409	679
15	0
0	1780
0	604
19	3749
135	4562
19	542
0	2564
1	645
0	2
0	0
21	502
4	1329
30	1318
11	79
3	21
1	0
0	0
0	0
0	4208
0	0
40	5077
479	4697
0	0
46	30
5	370
30	216
3	927
0	683
43	4513
0	0
46	444
0	1551
0	0
1	0
152	1997
249	139
35	776
0	630
1122	0
0	0
0	2
0	2
1	0
835	290
36	386
0	0
0	309
0	0
0	0
170	125
0	0
0	1587
0	296
0	3
395	319
0	0
0	2501
3	439
0	0
82	18017
71	101
19	1393
0	470
0	5
0	1
383	1273
7416	7218
0	224
6	8
9	48
0	1
30	2022
1	1211
59	110
0	1700
0	2312
2	866
15	3394
112	13155
46	337
15	889
19	794
90	0
305	371
0	0
1	222
446	474
0	287
359	2632
3598	5157
1	0
0	52
0	6
822	710
0	0
268	3643
5	33
82	7236
0	0
0	0
84	337
44	5706
297	1538
0	376
0	0
0	126
76	24004
0	13
58	454
0	636
0	3
0	1044
0	3
0	0
0	0
2	197
9	1938
29	2625
0	25
357	510
0	7
8	1831
0	294
0	2
46	796
1	1
629	3206
10	498
21	217
0	2
11	40574
0	0
2945	4030
0	0
136	4305
0	0
0	4284
0	0
0	0
0	0
